Time(ms), Input 1
0, 3.26746663119635
34.4827586206897, 3.27036571647875
68.9655172413793, -0.0057242930248667
103.448275862069, -0.00411371767054125
137.931034482759, -0.00652958070204802
172.413793103448, -0.00669063823748599
206.896551724138, -0.00620746563117383
241.379310344828, -0.00524112041856423
275.862068965517, -0.00540217795399789
310.344827586207, -0.00669063823748599
344.827586206897, -0.00733486837924398
379.310344827586, -0.00411371767054125
413.793103448276, -0.00508006288313105
448.275862068965, -0.00685169577292456
482.758620689655, -0.00685169577292456
517.241379310345, -0.00636852316661064
551.724137931034, -0.00443583274140284
586.206896551724, -0.00669063823748599
620.689655172414, -0.00733486837924398
655.172413793103, -0.00540217795399789
689.655172413793, -0.0057242930248667
724.137931034483, -0.00475794781226607
758.620689655172, -0.00604640809573758
793.103448275862, -0.00669063823748599
827.586206896552, -0.00395266013511104
862.068965517241, -0.00411371767054125
896.551724137931, -0.00717381084380354
931.034482758621, -0.00652958070204802
965.51724137931, -0.00540217795399789
1000, -0.00475794781226607
1034.48275862069, -0.00524112041856423
1068.96551724138, -0.00797909852101241
1103.44827586207, -0.00508006288313105
1137.93103448276, -0.00508006288313105
1172.41379310345, -0.00604640809573758
1206.89655172414, -0.00620746563117383
1241.37931034483, -0.00717381084380354
1275.86206896552, -0.00427477520597185
1310.34482758621, -0.00346948752882259
1344.8275862069, -0.00749592591468507
1379.31034482759, -0.00604640809573758
1413.79310344828, -0.00556323548943204
1448.27586206897, -0.00508006288313105
1482.75862068966, -0.00540217795399789
1517.24137931034, -0.00669063823748599
1551.72413793103, -0.0057242930248667
1586.20689655172, -0.00395266013511104
1620.68965517241, -0.00540217795399789
1655.1724137931, -0.00588535056030187
1689.65517241379, 3.27100995766458
1724.13793103448, 3.26875511353321
1758.62068965517, -0.00363054506425172
1793.10344827586, -0.00701275330836373
1827.58620689655, -0.00733486837924398
1862.06896551724, -0.00475794781226607
1896.55172413793, -0.0057242930248667
1931.03448275862, -0.00475794781226607
1965.51724137931, -0.00636852316661064
2000, -0.00701275330836373
2034.48275862069, -0.00395266013511104
2068.96551724138, -0.00540217795399789
2103.44827586207, -0.00685169577292456
2137.93103448276, -0.00636852316661064
2172.41379310345, -0.00540217795399789
2206.89655172414, -0.00427477520597185
2241.37931034483, -0.00604640809573758
2275.86206896552, -0.00701275330836373
2310.34482758621, -0.00443583274140284
2344.8275862069, -0.00508006288313105
2379.31034482759, -0.00508006288313105
2413.79310344828, -0.00636852316661064
2448.27586206897, -0.00781804098556927
2482.75862068965, -0.00411371767054125
2517.24137931034, -0.00556323548943204
2551.72413793103, -0.00701275330836373
2586.20689655172, -0.00524112041856423
2620.68965517241, -0.00540217795399789
2655.1724137931, -0.00459689027683424
2689.65517241379, -0.00556323548943204
2724.13793103448, -0.00797909852101241
2758.62068965517, -0.00475794781226607
2793.10344827586, -0.00540217795399789
2827.58620689655, -0.00652958070204802
2862.06896551724, -0.00652958070204802
2896.55172413793, -0.00717381084380354
2931.03448275862, -0.00491900534769834
2965.51724137931, -0.00411371767054125
3000, -0.00701275330836373
3034.48275862069, -0.00620746563117383
3068.96551724138, 3.26972147529727
3103.44827586207, 3.27600282700239
3137.93103448276, -0.00620746563117383
3172.41379310345, -0.00765698345012684
3206.89655172414, -0.00475794781226607
3241.37931034483, -0.00459689027683424
3275.86206896552, -0.00588535056030187
3310.34482758621, -0.00556323548943204
3344.8275862069, -0.00733486837924398
3379.31034482759, -0.00491900534769834
3413.79310344828, -0.00363054506425172
3448.27586206897, -0.00733486837924398
3482.75862068965, -0.00685169577292456
3517.24137931034, -0.00459689027683424
3551.72413793103, -0.00604640809573758
3586.20689655172, -0.00556323548943204
3620.68965517241, -0.00717381084380354
3655.1724137931, -0.00556323548943204
3689.65517241379, -0.00411371767054125
3724.13793103448, -0.00556323548943204
3758.62068965517, -0.00604640809573758
3793.10344827586, -0.00620746563117383
3827.58620689655, -0.00588535056030187
3862.06896551724, -0.00363054506425172
3896.55172413793, -0.00749592591468507
3931.03448275862, -0.00636852316661064
3965.51724137931, -0.00475794781226607
4000, -0.00588535056030187
4034.48275862069, -0.00540217795399789
4068.96551724138, -0.00604640809573758
4103.44827586207, -0.00652958070204802
4137.93103448276, -0.00363054506425172
4172.41379310345, -0.00508006288313105
4206.89655172414, -0.00685169577292456
4241.37931034483, -0.00636852316661064
4275.86206896552, -0.00540217795399789
4310.34482758621, -0.00459689027683424
4344.8275862069, -0.00620746563117383
4379.31034482759, -0.00781804098556927
4413.79310344828, -0.00443583274140284
4448.27586206897, -0.00508006288313105
4482.75862068965, -0.00620746563117383
4517.24137931034, 3.26569496801155
4551.72413793103, -0.00588535056030187
4586.20689655172, -0.00475794781226607
4620.68965517241, -0.00459689027683424
4655.1724137931, -0.00781804098556927
4689.65517241379, -0.00588535056030187
4724.13793103448, -0.00540217795399789
4758.62068965517, -0.00427477520597185
4793.10344827586, -0.00604640809573758
4827.58620689655, -0.00749592591468507
4862.06896551724, 3.27374798275292
4896.55172413793, -0.00459689027683424
4931.03448275862, -0.00701275330836373
4965.51724137931, -0.0057242930248667
5000, -0.00669063823748599
5034.48275862069, -0.00540217795399789
5068.96551724138, -0.00443583274140284
5103.44827586207, -0.00733486837924398
5137.93103448276, -0.00652958070204802
5172.41379310345, -0.00459689027683424
5206.89655172414, -0.00524112041856423
5241.37931034483, -0.00556323548943204
5275.86206896552, -0.00669063823748599
5310.34482758621, -0.00443583274140284
5344.8275862069, -0.00427477520597185
5379.31034482759, -0.00717381084380354
5413.79310344828, -0.00685169577292456
5448.27586206897, -0.00604640809573758
5482.75862068965, -0.00524112041856423
5517.24137931034, -0.00411371767054125
5551.72413793103, 3.26843299294736
5586.20689655172, 3.26859405324015
5620.68965517241, -0.00475794781226607
5655.1724137931, -0.00540217795399789
5689.65517241379, -0.00636852316661064
5724.13793103448, -0.00669063823748599
5758.62068965517, -0.00620746563117383
5793.10344827586, -0.00475794781226607
5827.58620689655, 3.27245950034861
5862.06896551724, -0.00652958070204802
5896.55172413793, -0.00556323548943204
5931.03448275862, -0.00540217795399789
5965.51724137931, -0.00427477520597185
6000, -0.00652958070204802
6034.48275862069, 3.27278162094805
6068.96551724138, 3.27326480184926
6103.44827586207, -0.00588535056030187
6137.93103448276, -0.00604640809573758
6172.41379310345, -0.0057242930248667
6206.89655172414, -0.00620746563117383
6241.37931034483, -0.00363054506425172
6275.86206896552, -0.00508006288313105
6310.34482758621, -0.00669063823748599
6344.8275862069, -0.0057242930248667
6379.31034482759, -0.00524112041856423
6413.79310344828, -0.00443583274140284
6448.27586206897, -0.00652958070204802
6482.75862068965, -0.00781804098556927
6517.24137931034, -0.00459689027683424
6551.72413793103, -0.00346948752882259
6586.20689655172, -0.00652958070204802
6620.68965517241, -0.00588535056030187
6655.1724137931, -0.00685169577292456
6689.65517241379, -0.00475794781226607
6724.13793103448, -0.00491900534769834
6758.62068965517, -0.00781804098556927
6793.10344827586, -0.00652958070204802
6827.58620689655, -0.00556323548943204
6862.06896551724, -0.00524112041856423
6896.55172413793, -0.00524112041856423
6931.03448275862, -0.00717381084380354
6965.51724137931, -0.00540217795399789
7000, -0.00395266013511104
7034.48275862069, -0.00685169577292456
7068.96551724138, -0.00620746563117383
7103.44827586207, -0.00540217795399789
7137.93103448276, -0.00556323548943204
7172.41379310345, -0.00540217795399789
7206.89655172414, -0.00846227112734609
7241.37931034483, -0.00636852316661064
7275.86206896552, -0.00395266013511104
7310.34482758621, -0.00588535056030187
7344.8275862069, -0.00588535056030187
7379.31034482759, -0.00652958070204802
7413.79310344828, -0.00491900534769834
7448.27586206897, -0.00379160259968121
7482.75862068965, -0.00701275330836373
7517.24137931034, -0.00685169577292456
7551.72413793103, -0.00491900534769834
7586.20689655172, -0.0057242930248667
7620.68965517241, -0.00363054506425172
7655.1724137931, -0.00669063823748599
7689.65517241379, 3.27068783707112
7724.13793103448, -0.00363054506425172
7758.62068965517, -0.00588535056030187
7793.10344827586, -0.00636852316661064
7827.58620689655, -0.00604640809573758
7862.06896551724, -0.00588535056030187
7896.55172413793, 3.27374798275292
7931.03448275862, -0.00588535056030187
7965.51724137931, -0.00781804098556927
8000, -0.00459689027683424
